series,scenario,replication,run_id,source,metric,method,true_change_step,first_signal_step,signal_count,detection_delay,is_false_alarm,mu_hat,sigma_hat,baseline_size,n_phase2_steps,n_total_observations,degradation,deg_value,deg_start,seed
series3_comparison,mean_shift_2sigma,7,series3_comparison__mean_shift_2sigma__rep07,exp_source,mean,ewma,1,2,498,2,False,99.85762486714415,1.0259382870282268,50,500,11000,mean_shift,2.23606797749979,1000,7
series3_comparison,mean_shift_2sigma,8,series3_comparison__mean_shift_2sigma__rep08,exp_source,mean,shewhart,1,10,72,10,False,100.18678001135171,1.0875434169349096,50,500,11000,mean_shift,2.23606797749979,1000,8
series3_comparison,mean_shift_2sigma,8,series3_comparison__mean_shift_2sigma__rep08,exp_source,mean,cusum,1,5,192,5,False,100.18678001135171,1.0875434169349096,50,500,11000,mean_shift,2.23606797749979,1000,8
series3_comparison,mean_shift_2sigma,8,series3_comparison__mean_shift_2sigma__rep08,exp_source,mean,ewma,1,4,495,4,False,100.18678001135171,1.0875434169349096,50,500,11000,mean_shift,2.23606797749979,1000,8
series3_comparison,mean_shift_2sigma,9,series3_comparison__mean_shift_2sigma__rep09,exp_source,mean,shewhart,1,1,165,1,False,100.15786932055808,0.8290395823699825,50,500,11000,mean_shift,2.23606797749979,1000,9
series3_comparison,mean_shift_2sigma,9,series3_comparison__mean_shift_2sigma__rep09,exp_source,mean,cusum,1,2,250,2,False,100.15786932055808,0.8290395823699825,50,500,11000,mean_shift,2.23606797749979,1000,9
series3_comparison,mean_shift_2sigma,9,series3_comparison__mean_shift_2sigma__rep09,exp_source,mean,ewma,1,1,500,1,False,100.15786932055808,0.8290395823699825,50,500,11000,mean_shift,2.23606797749979,1000,9
series3_comparison,mean_shift_2sigma,10,series3_comparison__mean_shift_2sigma__rep10,exp_source,mean,shewhart,1,1,131,1,False,99.92721682192264,1.0345182638575134,50,500,11000,mean_shift,2.23606797749979,1000,10
series3_comparison,mean_shift_2sigma,10,series3_comparison__mean_shift_2sigma__rep10,exp_source,mean,cusum,1,4,234,4,False,99.92721682192264,1.0345182638575134,50,500,11000,mean_shift,2.23606797749979,1000,10
series3_comparison,mean_shift_2sigma,10,series3_comparison__mean_shift_2sigma__rep10,exp_source,mean,ewma,1,1,498,1,False,99.92721682192264,1.0345182638575134,50,500,11000,mean_shift,2.23606797749979,1000,10
series3_comparison,mean_shift_2sigma,11,series3_comparison__mean_shift_2sigma__rep11,exp_source,mean,shewhart,1,1,89,1,False,99.96517304901471,1.1098839688091162,50,500,11000,mean_shift,2.23606797749979,1000,11
series3_comparison,mean_shift_2sigma,11,series3_comparison__mean_shift_2sigma__rep11,exp_source,mean,cusum,1,3,219,3,False,99.96517304901471,1.1098839688091162,50,500,11000,mean_shift,2.23606797749979,1000,11
series3_comparison,mean_shift_2sigma,11,series3_comparison__mean_shift_2sigma__rep11,exp_source,mean,ewma,1,1,499,1,False,99.96517304901471,1.1098839688091162,50,500,11000,mean_shift,2.23606797749979,1000,11
series3_comparison,mean_shift_2sigma,12,series3_comparison__mean_shift_2sigma__rep12,exp_source,mean,shewhart,1,3,42,3,False,99.94189886584942,1.2397736653937963,50,500,11000,mean_shift,2.23606797749979,1000,12
series3_comparison,mean_shift_2sigma,12,series3_comparison__mean_shift_2sigma__rep12,exp_source,mean,cusum,1,4,189,4,False,99.94189886584942,1.2397736653937963,50,500,11000,mean_shift,2.23606797749979,1000,12
series3_comparison,mean_shift_2sigma,12,series3_comparison__mean_shift_2sigma__rep12,exp_source,mean,ewma,1,3,496,3,False,99.94189886584942,1.2397736653937963,50,500,11000,mean_shift,2.23606797749979,1000,12
series3_comparison,mean_shift_2sigma,13,series3_comparison__mean_shift_2sigma__rep13,exp_source,mean,shewhart,1,4,128,4,False,99.88997431852317,1.0718920334010038,50,500,11000,mean_shift,2.23606797749979,1000,13
series3_comparison,mean_shift_2sigma,13,series3_comparison__mean_shift_2sigma__rep13,exp_source,mean,cusum,1,5,246,5,False,99.88997431852317,1.0718920334010038,50,500,11000,mean_shift,2.23606797749979,1000,13
series3_comparison,mean_shift_2sigma,13,series3_comparison__mean_shift_2sigma__rep13,exp_source,mean,ewma,1,4,497,4,False,99.88997431852317,1.0718920334010038,50,500,11000,mean_shift,2.23606797749979,1000,13
series3_comparison,mean_shift_2sigma,14,series3_comparison__mean_shift_2sigma__rep14,exp_source,mean,shewhart,1,3,144,3,False,99.55979345177367,1.124017712807007,50,500,11000,mean_shift,2.23606797749979,1000,14
series3_comparison,mean_shift_2sigma,14,series3_comparison__mean_shift_2sigma__rep14,exp_source,mean,cusum,1,3,255,3,False,99.55979345177367,1.124017712807007,50,500,11000,mean_shift,2.23606797749979,1000,14
series3_comparison,mean_shift_2sigma,14,series3_comparison__mean_shift_2sigma__rep14,exp_source,mean,ewma,1,2,499,2,False,99.55979345177367,1.124017712807007,50,500,11000,mean_shift,2.23606797749979,1000,14
series3_comparison,mean_shift_2sigma,15,series3_comparison__mean_shift_2sigma__rep15,exp_source,mean,shewhart,1,1,172,1,False,99.84693989150698,0.9383359949942928,50,500,11000,mean_shift,2.23606797749979,1000,15
series3_comparison,mean_shift_2sigma,15,series3_comparison__mean_shift_2sigma__rep15,exp_source,mean,cusum,1,2,264,2,False,99.84693989150698,0.9383359949942928,50,500,11000,mean_shift,2.23606797749979,1000,15
series3_comparison,mean_shift_2sigma,15,series3_comparison__mean_shift_2sigma__rep15,exp_source,mean,ewma,1,1,500,1,False,99.84693989150698,0.9383359949942928,50,500,11000,mean_shift,2.23606797749979,1000,15
series3_comparison,mean_shift_2sigma,16,series3_comparison__mean_shift_2sigma__rep16,exp_source,mean,shewhart,1,2,86,2,False,99.8944445108001,1.1609766801139045,50,500,11000,mean_shift,2.23606797749979,1000,16
series3_comparison,mean_shift_2sigma,16,series3_comparison__mean_shift_2sigma__rep16,exp_source,mean,cusum,1,3,223,3,False,99.8944445108001,1.1609766801139045,50,500,11000,mean_shift,2.23606797749979,1000,16
series3_comparison,mean_shift_2sigma,16,series3_comparison__mean_shift_2sigma__rep16,exp_source,mean,ewma,1,2,498,2,False,99.8944445108001,1.1609766801139045,50,500,11000,mean_shift,2.23606797749979,1000,16
series3_comparison,mean_shift_2sigma,17,series3_comparison__mean_shift_2sigma__rep17,exp_source,mean,shewhart,1,2,65,2,False,100.10721860920853,1.1249741481454434,50,500,11000,mean_shift,2.23606797749979,1000,17
series3_comparison,mean_shift_2sigma,17,series3_comparison__mean_shift_2sigma__rep17,exp_source,mean,cusum,1,5,191,5,False,100.10721860920853,1.1249741481454434,50,500,11000,mean_shift,2.23606797749979,1000,17
series3_comparison,mean_shift_2sigma,17,series3_comparison__mean_shift_2sigma__rep17,exp_source,mean,ewma,1,2,498,2,False,100.10721860920853,1.1249741481454434,50,500,11000,mean_shift,2.23606797749979,1000,17
series3_comparison,mean_shift_2sigma,18,series3_comparison__mean_shift_2sigma__rep18,exp_source,mean,shewhart,1,8,68,8,False,99.95989233433173,1.1798292977339289,50,500,11000,mean_shift,2.23606797749979,1000,18
series3_comparison,mean_shift_2sigma,18,series3_comparison__mean_shift_2sigma__rep18,exp_source,mean,cusum,1,5,205,5,False,99.95989233433173,1.1798292977339289,50,500,11000,mean_shift,2.23606797749979,1000,18
series3_comparison,mean_shift_2sigma,18,series3_comparison__mean_shift_2sigma__rep18,exp_source,mean,ewma,1,4,496,4,False,99.95989233433173,1.1798292977339289,50,500,11000,mean_shift,2.23606797749979,1000,18
series3_comparison,mean_shift_2sigma,19,series3_comparison__mean_shift_2sigma__rep19,exp_source,mean,shewhart,1,10,109,10,False,99.81569872383318,1.1115024705694336,50,500,11000,mean_shift,2.23606797749979,1000,19
series3_comparison,mean_shift_2sigma,19,series3_comparison__mean_shift_2sigma__rep19,exp_source,mean,cusum,1,4,231,4,False,99.81569872383318,1.1115024705694336,50,500,11000,mean_shift,2.23606797749979,1000,19
series3_comparison,mean_shift_2sigma,19,series3_comparison__mean_shift_2sigma__rep19,exp_source,mean,ewma,1,3,498,3,False,99.81569872383318,1.1115024705694336,50,500,11000,mean_shift,2.23606797749979,1000,19
series3_comparison,mean_shift_2sigma,20,series3_comparison__mean_shift_2sigma__rep20,exp_source,mean,shewhart,1,4,161,4,False,99.99650742530945,0.9441892164123364,50,500,11000,mean_shift,2.23606797749979,1000,20
series3_comparison,mean_shift_2sigma,20,series3_comparison__mean_shift_2sigma__rep20,exp_source,mean,cusum,1,4,253,4,False,99.99650742530945,0.9441892164123364,50,500,11000,mean_shift,2.23606797749979,1000,20
series3_comparison,mean_shift_2sigma,20,series3_comparison__mean_shift_2sigma__rep20,exp_source,mean,ewma,1,2,498,2,False,99.99650742530945,0.9441892164123364,50,500,11000,mean_shift,2.23606797749979,1000,20
series3_comparison,mean_shift_2sigma,21,series3_comparison__mean_shift_2sigma__rep21,exp_source,mean,shewhart,1,5,76,5,False,99.79729196726868,1.2131398026014617,50,500,11000,mean_shift,2.23606797749979,1000,21
series3_comparison,mean_shift_2sigma,21,series3_comparison__mean_shift_2sigma__rep21,exp_source,mean,cusum,1,3,219,3,False,99.79729196726868,1.2131398026014617,50,500,11000,mean_shift,2.23606797749979,1000,21
series3_comparison,mean_shift_2sigma,21,series3_comparison__mean_shift_2sigma__rep21,exp_source,mean,ewma,1,2,499,2,False,99.79729196726868,1.2131398026014617,50,500,11000,mean_shift,2.23606797749979,1000,21
series3_comparison,mean_shift_2sigma,22,series3_comparison__mean_shift_2sigma__rep22,exp_source,mean,shewhart,1,5,114,5,False,100.12454437642872,1.0056554942962148,50,500,11000,mean_shift,2.23606797749979,1000,22
series3_comparison,mean_shift_2sigma,22,series3_comparison__mean_shift_2sigma__rep22,exp_source,mean,cusum,1,5,217,5,False,100.12454437642872,1.0056554942962148,50,500,11000,mean_shift,2.23606797749979,1000,22
series3_comparison,mean_shift_2sigma,22,series3_comparison__mean_shift_2sigma__rep22,exp_source,mean,ewma,1,4,497,4,False,100.12454437642872,1.0056554942962148,50,500,11000,mean_shift,2.23606797749979,1000,22
series3_comparison,mean_shift_2sigma,23,series3_comparison__mean_shift_2sigma__rep23,exp_source,mean,shewhart,1,8,183,8,False,99.69386474204035,0.9641324555525874,50,500,11000,mean_shift,2.23606797749979,1000,23
series3_comparison,mean_shift_2sigma,23,series3_comparison__mean_shift_2sigma__rep23,exp_source,mean,cusum,1,4,269,4,False,99.69386474204035,0.9641324555525874,50,500,11000,mean_shift,2.23606797749979,1000,23
series3_comparison,mean_shift_2sigma,23,series3_comparison__mean_shift_2sigma__rep23,exp_source,mean,ewma,1,4,496,4,False,99.69386474204035,0.9641324555525874,50,500,11000,mean_shift,2.23606797749979,1000,23
series3_comparison,mean_shift_2sigma,24,series3_comparison__mean_shift_2sigma__rep24,exp_source,mean,shewhart,1,4,69,4,False,100.06797286564958,1.0640974125709732,50,500,11000,mean_shift,2.23606797749979,1000,24
series3_comparison,mean_shift_2sigma,24,series3_comparison__mean_shift_2sigma__rep24,exp_source,mean,cusum,1,5,207,5,False,100.06797286564958,1.0640974125709732,50,500,11000,mean_shift,2.23606797749979,1000,24
series3_comparison,mean_shift_2sigma,24,series3_comparison__mean_shift_2sigma__rep24,exp_source,mean,ewma,1,5,494,5,False,100.06797286564958,1.0640974125709732,50,500,11000,mean_shift,2.23606797749979,1000,24
series3_comparison,mean_shift_2sigma,25,series3_comparison__mean_shift_2sigma__rep25,exp_source,mean,shewhart,1,2,108,2,False,100.17906854383864,0.9913209303215682,50,500,11000,mean_shift,2.23606797749979,1000,25
series3_comparison,mean_shift_2sigma,25,series3_comparison__mean_shift_2sigma__rep25,exp_source,mean,cusum,1,5,217,5,False,100.17906854383864,0.9913209303215682,50,500,11000,mean_shift,2.23606797749979,1000,25
series3_comparison,mean_shift_2sigma,25,series3_comparison__mean_shift_2sigma__rep25,exp_source,mean,ewma,1,2,497,2,False,100.17906854383864,0.9913209303215682,50,500,11000,mean_shift,2.23606797749979,1000,25
series3_comparison,mean_shift_2sigma,26,series3_comparison__mean_shift_2sigma__rep26,exp_source,mean,shewhart,1,1,91,1,False,100.00488369541654,1.050444035758712,50,500,11000,mean_shift,2.23606797749979,1000,26
series3_comparison,mean_shift_2sigma,26,series3_comparison__mean_shift_2sigma__rep26,exp_source,mean,cusum,1,2,222,2,False,100.00488369541654,1.050444035758712,50,500,11000,mean_shift,2.23606797749979,1000,26
series3_comparison,mean_shift_2sigma,26,series3_comparison__mean_shift_2sigma__rep26,exp_source,mean,ewma,1,1,500,1,False,100.00488369541654,1.050444035758712,50,500,11000,mean_shift,2.23606797749979,1000,26
series3_comparison,mean_shift_2sigma,27,series3_comparison__mean_shift_2sigma__rep27,exp_source,mean,shewhart,1,3,62,3,False,99.96249190177936,1.1809462617789506,50,500,11000,mean_shift,2.23606797749979,1000,27
series3_comparison,mean_shift_2sigma,27,series3_comparison__mean_shift_2sigma__rep27,exp_source,mean,cusum,1,3,197,3,False,99.96249190177936,1.1809462617789506,50,500,11000,mean_shift,2.23606797749979,1000,27
series3_comparison,mean_shift_2sigma,27,series3_comparison__mean_shift_2sigma__rep27,exp_source,mean,ewma,1,3,496,3,False,99.96249190177936,1.1809462617789506,50,500,11000,mean_shift,2.23606797749979,1000,27
series3_comparison,mean_shift_2sigma,28,series3_comparison__mean_shift_2sigma__rep28,exp_source,mean,shewhart,1,2,125,2,False,99.92863985473834,1.0435859336036701,50,500,11000,mean_shift,2.23606797749979,1000,28
series3_comparison,mean_shift_2sigma,28,series3_comparison__mean_shift_2sigma__rep28,exp_source,mean,cusum,1,2,228,2,False,99.92863985473834,1.0435859336036701,50,500,11000,mean_shift,2.23606797749979,1000,28
series3_comparison,mean_shift_2sigma,28,series3_comparison__mean_shift_2sigma__rep28,exp_source,mean,ewma,1,2,499,2,False,99.92863985473834,1.0435859336036701,50,500,11000,mean_shift,2.23606797749979,1000,28
series3_comparison,mean_shift_2sigma,29,series3_comparison__mean_shift_2sigma__rep29,exp_source,mean,shewhart,1,2,73,2,False,100.09054926919646,1.151131047792022,50,500,11000,mean_shift,2.23606797749979,1000,29
series3_comparison,mean_shift_2sigma,29,series3_comparison__mean_shift_2sigma__rep29,exp_source,mean,cusum,1,3,203,3,False,100.09054926919646,1.151131047792022,50,500,11000,mean_shift,2.23606797749979,1000,29
series3_comparison,mean_shift_2sigma,29,series3_comparison__mean_shift_2sigma__rep29,exp_source,mean,ewma,1,2,499,2,False,100.09054926919646,1.151131047792022,50,500,11000,mean_shift,2.23606797749979,1000,29
series3_comparison,mean_shift_2sigma,30,series3_comparison__mean_shift_2sigma__rep30,exp_source,mean,shewhart,1,3,74,3,False,100.09172264851236,1.1417482361128974,50,500,11000,mean_shift,2.23606797749979,1000,30
series3_comparison,mean_shift_2sigma,30,series3_comparison__mean_shift_2sigma__rep30,exp_source,mean,cusum,1,4,203,4,False,100.09172264851236,1.1417482361128974,50,500,11000,mean_shift,2.23606797749979,1000,30
series3_comparison,mean_shift_2sigma,30,series3_comparison__mean_shift_2sigma__rep30,exp_source,mean,ewma,1,3,496,3,False,100.09172264851236,1.1417482361128974,50,500,11000,mean_shift,2.23606797749979,1000,30
series3_comparison,mean_shift_2sigma,31,series3_comparison__mean_shift_2sigma__rep31,exp_source,mean,shewhart,1,2,143,2,False,99.95585824372083,1.0033083414383515,50,500,11000,mean_shift,2.23606797749979,1000,31
series3_comparison,mean_shift_2sigma,31,series3_comparison__mean_shift_2sigma__rep31,exp_source,mean,cusum,1,2,245,2,False,99.95585824372083,1.0033083414383515,50,500,11000,mean_shift,2.23606797749979,1000,31
series3_comparison,mean_shift_2sigma,31,series3_comparison__mean_shift_2sigma__rep31,exp_source,mean,ewma,1,2,499,2,False,99.95585824372083,1.0033083414383515,50,500,11000,mean_shift,2.23606797749979,1000,31
series3_comparison,mean_shift_2sigma,32,series3_comparison__mean_shift_2sigma__rep32,exp_source,mean,shewhart,1,30,76,30,False,100.16427337736907,1.0836712949236902,50,500,11000,mean_shift,2.23606797749979,1000,32
series3_comparison,mean_shift_2sigma,32,series3_comparison__mean_shift_2sigma__rep32,exp_source,mean,cusum,1,5,201,5,False,100.16427337736907,1.0836712949236902,50,500,11000,mean_shift,2.23606797749979,1000,32
series3_comparison,mean_shift_2sigma,32,series3_comparison__mean_shift_2sigma__rep32,exp_source,mean,ewma,1,3,496,3,False,100.16427337736907,1.0836712949236902,50,500,11000,mean_shift,2.23606797749979,1000,32
series3_comparison,mean_shift_2sigma,33,series3_comparison__mean_shift_2sigma__rep33,exp_source,mean,shewhart,1,10,21,10,False,99.96055500393432,1.427119677122664,50,500,11000,mean_shift,2.23606797749979,1000,33
series3_comparison,mean_shift_2sigma,33,series3_comparison__mean_shift_2sigma__rep33,exp_source,mean,cusum,1,7,168,7,False,99.96055500393432,1.427119677122664,50,500,11000,mean_shift,2.23606797749979,1000,33
series3_comparison,mean_shift_2sigma,33,series3_comparison__mean_shift_2sigma__rep33,exp_source,mean,ewma,1,7,489,7,False,99.96055500393432,1.427119677122664,50,500,11000,mean_shift,2.23606797749979,1000,33
series3_comparison,mean_shift_2sigma,34,series3_comparison__mean_shift_2sigma__rep34,exp_source,mean,shewhart,1,3,88,3,False,99.79652322273381,1.1788792859625252,50,500,11000,mean_shift,2.23606797749979,1000,34
series3_comparison,mean_shift_2sigma,34,series3_comparison__mean_shift_2sigma__rep34,exp_source,mean,cusum,1,3,225,3,False,99.79652322273381,1.1788792859625252,50,500,11000,mean_shift,2.23606797749979,1000,34
series3_comparison,mean_shift_2sigma,34,series3_comparison__mean_shift_2sigma__rep34,exp_source,mean,ewma,1,3,495,3,False,99.79652322273381,1.1788792859625252,50,500,11000,mean_shift,2.23606797749979,1000,34
series3_comparison,mean_shift_2sigma,35,series3_comparison__mean_shift_2sigma__rep35,exp_source,mean,shewhart,1,24,63,24,False,99.8042277886757,1.267849293649223,50,500,11000,mean_shift,2.23606797749979,1000,35
series3_comparison,mean_shift_2sigma,35,series3_comparison__mean_shift_2sigma__rep35,exp_source,mean,cusum,1,5,211,5,False,99.8042277886757,1.267849293649223,50,500,11000,mean_shift,2.23606797749979,1000,35
series3_comparison,mean_shift_2sigma,35,series3_comparison__mean_shift_2sigma__rep35,exp_source,mean,ewma,1,4,497,4,False,99.8042277886757,1.267849293649223,50,500,11000,mean_shift,2.23606797749979,1000,35
series3_comparison,mean_shift_2sigma,36,series3_comparison__mean_shift_2sigma__rep36,exp_source,mean,shewhart,1,3,189,3,False,99.92894294058186,0.9001384918533043,50,500,11000,mean_shift,2.23606797749979,1000,36
series3_comparison,mean_shift_2sigma,36,series3_comparison__mean_shift_2sigma__rep36,exp_source,mean,cusum,1,3,275,3,False,99.92894294058186,0.9001384918533043,50,500,11000,mean_shift,2.23606797749979,1000,36
series3_comparison,mean_shift_2sigma,36,series3_comparison__mean_shift_2sigma__rep36,exp_source,mean,ewma,1,3,498,3,False,99.92894294058186,0.9001384918533043,50,500,11000,mean_shift,2.23606797749979,1000,36
series3_comparison,mean_shift_2sigma,37,series3_comparison__mean_shift_2sigma__rep37,exp_source,mean,shewhart,1,6,37,6,False,100.06389193193577,1.229432031469575,50,500,11000,mean_shift,2.23606797749979,1000,37
series3_comparison,mean_shift_2sigma,37,series3_comparison__mean_shift_2sigma__rep37,exp_source,mean,cusum,1,4,185,4,False,100.06389193193577,1.229432031469575,50,500,11000,mean_shift,2.23606797749979,1000,37
series3_comparison,mean_shift_2sigma,37,series3_comparison__mean_shift_2sigma__rep37,exp_source,mean,ewma,1,4,493,4,False,100.06389193193577,1.229432031469575,50,500,11000,mean_shift,2.23606797749979,1000,37
series3_comparison,mean_shift_2sigma,38,series3_comparison__mean_shift_2sigma__rep38,exp_source,mean,shewhart,1,5,37,5,False,100.2004640826685,1.21888316225803,50,500,11000,mean_shift,2.23606797749979,1000,38
series3_comparison,mean_shift_2sigma,38,series3_comparison__mean_shift_2sigma__rep38,exp_source,mean,cusum,1,5,179,5,False,100.2004640826685,1.21888316225803,50,500,11000,mean_shift,2.23606797749979,1000,38
series3_comparison,mean_shift_2sigma,38,series3_comparison__mean_shift_2sigma__rep38,exp_source,mean,ewma,1,2,492,2,False,100.2004640826685,1.21888316225803,50,500,11000,mean_shift,2.23606797749979,1000,38
series3_comparison,mean_shift_2sigma,39,series3_comparison__mean_shift_2sigma__rep39,exp_source,mean,shewhart,1,3,178,3,False,99.94411465088577,0.8954648254244439,50,500,11000,mean_shift,2.23606797749979,1000,39
series3_comparison,mean_shift_2sigma,39,series3_comparison__mean_shift_2sigma__rep39,exp_source,mean,cusum,1,4,266,4,False,99.94411465088577,0.8954648254244439,50,500,11000,mean_shift,2.23606797749979,1000,39
series3_comparison,mean_shift_2sigma,39,series3_comparison__mean_shift_2sigma__rep39,exp_source,mean,ewma,1,3,498,3,False,99.94411465088577,0.8954648254244439,50,500,11000,mean_shift,2.23606797749979,1000,39
series3_comparison,mean_shift_2sigma,40,series3_comparison__mean_shift_2sigma__rep40,exp_source,mean,shewhart,1,12,56,12,False,100.23164713927474,1.1429986486954682,50,500,11000,mean_shift,2.23606797749979,1000,40
series3_comparison,mean_shift_2sigma,40,series3_comparison__mean_shift_2sigma__rep40,exp_source,mean,cusum,1,4,184,4,False,100.23164713927474,1.1429986486954682,50,500,11000,mean_shift,2.23606797749979,1000,40
series3_comparison,mean_shift_2sigma,40,series3_comparison__mean_shift_2sigma__rep40,exp_source,mean,ewma,1,4,486,4,False,100.23164713927474,1.1429986486954682,50,500,11000,mean_shift,2.23606797749979,1000,40
series3_comparison,mean_shift_2sigma,41,series3_comparison__mean_shift_2sigma__rep41,exp_source,mean,shewhart,1,1,94,1,False,99.85949632245311,1.1153890786671246,50,500,11000,mean_shift,2.23606797749979,1000,41
series3_comparison,mean_shift_2sigma,41,series3_comparison__mean_shift_2sigma__rep41,exp_source,mean,cusum,1,3,227,3,False,99.85949632245311,1.1153890786671246,50,500,11000,mean_shift,2.23606797749979,1000,41
series3_comparison,mean_shift_2sigma,41,series3_comparison__mean_shift_2sigma__rep41,exp_source,mean,ewma,1,1,500,1,False,99.85949632245311,1.1153890786671246,50,500,11000,mean_shift,2.23606797749979,1000,41
series3_comparison,mean_shift_2sigma,42,series3_comparison__mean_shift_2sigma__rep42,exp_source,mean,shewhart,1,1,62,1,False,100.09666027911165,1.1181897443047937,50,500,11000,mean_shift,2.23606797749979,1000,42
series3_comparison,mean_shift_2sigma,42,series3_comparison__mean_shift_2sigma__rep42,exp_source,mean,cusum,1,2,200,2,False,100.09666027911165,1.1181897443047937,50,500,11000,mean_shift,2.23606797749979,1000,42
series3_comparison,mean_shift_2sigma,42,series3_comparison__mean_shift_2sigma__rep42,exp_source,mean,ewma,1,1,498,1,False,100.09666027911165,1.1181897443047937,50,500,11000,mean_shift,2.23606797749979,1000,42
series3_comparison,mean_shift_2sigma,43,series3_comparison__mean_shift_2sigma__rep43,exp_source,mean,shewhart,1,1,140,1,False,100.01741813005101,0.972229526818877,50,500,11000,mean_shift,2.23606797749979,1000,43
series3_comparison,mean_shift_2sigma,43,series3_comparison__mean_shift_2sigma__rep43,exp_source,mean,cusum,1,1,252,1,False,100.01741813005101,0.972229526818877,50,500,11000,mean_shift,2.23606797749979,1000,43
